date,neighborhood,occupancy,booking_count
2017-02-03,kilimani,0.61,80
2017-02-03,karen,0.602,85
2017-02-03,lavington,0.98,80
2017-02-03,langata,0.838,70
2017-02-03,gigiri,0.486,85
2017-02-03,parklands,0.509,75
2017-02-03,upperhill,0.448,75
2017-02-03,kileleshwa,0.573,80
2017-02-03,runda,0.545,85
2017-02-03,muthaiga,0.735,85
2017-02-03,south-b,0.478,70
2017-02-03,south-c,0.611,65
2017-02-03,ngong-road,0.476,75
2017-02-03,thika-road,0.506,65
2017-02-04,westlands,0.937,119
2017-02-04,kilimani,0.727,112
2017-02-04,karen,0.695,119
2017-02-04,lavington,0.98,112
2017-02-04,langata,0.98,98
2017-02-04,gigiri,0.544,119
2017-02-04,parklands,0.571,105
2017-02-04,upperhill,0.491,105
2017-02-04,kileleshwa,0.65,112
2017-02-04,runda,0.633,119
2017-02-04,muthaiga,0.887,119
2017-02-04,south-b,0.526,98
2017-02-04,south-c,0.721,90
2017-02-04,ngong-road,0.533,105
2017-02-04,thika-road,0.556,90
2017-02-05,westlands,0.699,72
2017-02-05,kilimani,0.565,68
2017-02-05,karen,0.566,72
2017-02-05,lavington,0.98,68
2017-02-05,langata,0.762,59
2017-02-05,gigiri,0.464,72
2017-02-05,parklands,0.486,63
2017-02-05,upperhill,0.431,63
2017-02-05,kileleshwa,0.543,68
2017-02-05,runda,0.511,72
2017-02-05,muthaiga,0.677,72
2017-02-05,south-b,0.46,59
2017-02-05,south-c,0.57,55
2017-02-05,ngong-road,0.454,63
2017-02-05,thika-road,0.487,55
2017-02-06,westlands,0.665,83
2017-02-06,kilimani,0.513,78
2017-02-06,karen,0.506,83
2017-02-06,lavington,0.98,78
2017-02-06,langata,0.736,68
2017-02-06,gigiri,0.393,83
2017-02-06,parklands,0.416,73
2017-02-06,upperhill,0.355,73
2017-02-06,kileleshwa,0.478,78
2017-02-06,runda,0.45,83
2017-02-06,muthaiga,0.636,83
2017-02-06,south-b,0.386,68
2017-02-06,south-c,0.515,63
2017-02-06,ngong-road,0.382,73
2017-02-06,thika-road,0.413,63
2017-02-07,westlands,0.548,60
2017-02-07,kilimani,0.433,56
2017-02-07,karen,0.444,60
2017-02-07,lavington,0.816,56
2017-02-07,langata,0.602,49
2017-02-07,gigiri,0.354,60
2017-02-07,parklands,0.374,53
2017-02-07,upperhill,0.326,53
2017-02-07,kileleshwa,0.426,56
2017-02-07,runda,0.39,60
2017-02-07,muthaiga,0.533,60
2017-02-07,south-b,0.354,49
2017-02-07,south-c,0.441,46
2017-02-07,ngong-road,0.343,53
2017-02-07,thika-road,0.379,46
2017-02-08,westlands,0.568,64
2017-02-08,kilimani,0.447,60
2017-02-08,karen,0.455,64
2017-02-08,lavington,0.854,60
2017-02-08,langata,0.625,52
2017-02-08,gigiri,0.361,64
2017-02-08,parklands,0.381,56
2017-02-08,upperhill,0.331,56
2017-02-08,kileleshwa,0.435,60
2017-02-08,runda,0.4,64
2017-02-08,muthaiga,0.551,64
2017-02-08,south-b,0.359,52
2017-02-08,south-c,0.454,49
2017-02-08,ngong-road,0.35,56
2017-02-08,thika-road,0.385,49
2017-02-09,westlands,0.751,100
2017-02-09,kilimani,0.571,94
2017-02-09,karen,0.553,100
2017-02-09,lavington,0.98,94
2017-02-09,langata,0.836,82
2017-02-09,gigiri,0.422,100
2017-02-09,parklands,0.447,88
2017-02-09,upperhill,0.377,88
2017-02-09,kileleshwa,0.517,94
2017-02-09,runda,0.494,100
2017-02-09,muthaiga,0.712,100
2017-02-09,south-b,0.409,82
2017-02-09,south-c,0.57,76
2017-02-09,ngong-road,0.411,88
2017-02-09,thika-road,0.438,76
2017-02-10,westlands,0.871,106
2017-02-10,kilimani,0.682,100
2017-02-10,karen,0.659,106
2017-02-10,lavington,0.98,100
2017-02-10,langata,0.961,87
2017-02-10,gigiri,0.522,106
2017-02-10,parklands,0.548,93
2017-02-10,upperhill,0.475,93
2017-02-10,kileleshwa,0.62,100
2017-02-10,runda,0.599,106
2017-02-10,muthaiga,0.829,106
2017-02-10,south-b,0.508,87
2017-02-10,south-c,0.679,81
2017-02-10,ngong-road,0.511,93
2017-02-10,thika-road,0.537,81
2017-02-11,westlands,0.78,88
2017-02-11,kilimani,0.62,83
2017-02-11,karen,0.61,88
2017-02-11,lavington,0.98,83
2017-02-11,langata,0.856,72
2017-02-11,gigiri,0.491,88
2017-02-11,parklands,0.515,77
2017-02-11,upperhill,0.452,77
2017-02-11,kileleshwa,0.579,83
2017-02-11,runda,0.553,88
2017-02-11,muthaiga,0.749,88
2017-02-11,south-b,0.483,72
2017-02-11,south-c,0.621,67
2017-02-11,ngong-road,0.481,77
2017-02-11,thika-road,0.51,67
2017-02-12,westlands,0.856,103
2017-02-12,kilimani,0.672,97
2017-02-12,karen,0.651,103
2017-02-12,lavington,0.98,97
2017-02-12,langata,0.943,84
2017-02-12,gigiri,0.517,103
2017-02-12,parklands,0.542,91
2017-02-12,upperhill,0.471,91
2017-02-12,kileleshwa,0.613,97
2017-02-12,runda,0.591,103
2017-02-12,muthaiga,0.816,103
2017-02-12,south-b,0.504,84
2017-02-12,south-c,0.669,78
2017-02-12,ngong-road,0.506,91
2017-02-12,thika-road,0.532,78
2017-02-13,westlands,0.98,147
2017-02-13,kilimani,0.734,138
2017-02-13,karen,0.681,147
2017-02-13,lavington,0.98,138
2017-02-13,langata,0.98,121
2017-02-13,gigiri,0.502,147
2017-02-13,parklands,0.532,129
2017-02-13,upperhill,0.437,129
2017-02-13,kileleshwa,0.623,138
2017-02-13,runda,0.616,147
2017-02-13,muthaiga,0.922,147
2017-02-13,south-b,0.475,121
2017-02-13,south-c,0.721,112
2017-02-13,ngong-road,0.491,129
2017-02-13,thika-road,0.507,112
2017-02-14,westlands,0.746,99
2017-02-14,kilimani,0.568,93
2017-02-14,karen,0.55,99
2017-02-14,lavington,0.98,93
2017-02-14,langata,0.83,81
2017-02-14,gigiri,0.42,99
2017-02-14,parklands,0.445,87
2017-02-14,upperhill,0.376,87
2017-02-14,kileleshwa,0.514,93
2017-02-14,runda,0.491,99
2017-02-14,muthaiga,0.708,99
2017-02-14,south-b,0.408,81
2017-02-14,south-c,0.566,75
2017-02-14,ngong-road,0.409,87
2017-02-14,thika-road,0.436,75
2017-02-15,westlands,0.863,122
2017-02-15,kilimani,0.648,115
2017-02-15,karen,0.613,122
2017-02-15,lavington,0.98,115
2017-02-15,langata,0.965,100
2017-02-15,gigiri,0.459,122
2017-02-15,parklands,0.487,107
2017-02-15,upperhill,0.405,107
2017-02-15,kileleshwa,0.567,115
2017-02-15,runda,0.551,122
2017-02-15,muthaiga,0.811,122
2017-02-15,south-b,0.44,100
2017-02-15,south-c,0.641,93
2017-02-15,ngong-road,0.449,107
2017-02-15,thika-road,0.47,93
2017-02-16,westlands,0.655,81
2017-02-16,kilimani,0.506,76
2017-02-16,karen,0.501,81
2017-02-16,lavington,0.98,76
2017-02-16,langata,0.725,66
2017-02-16,gigiri,0.39,81
2017-02-16,parklands,0.412,71
2017-02-16,upperhill,0.353,71
2017-02-16,kileleshwa,0.474,76
2017-02-16,runda,0.444,81
2017-02-16,muthaiga,0.627,81
2017-02-16,south-b,0.383,66
2017-02-16,south-c,0.509,62
2017-02-16,ngong-road,0.379,71
2017-02-16,thika-road,0.41,62
2017-02-17,westlands,0.978,127
2017-02-17,kilimani,0.755,119
2017-02-17,karen,0.716,127
2017-02-17,lavington,0.98,119
2017-02-17,langata,0.98,104
2017-02-17,gigiri,0.558,127
2017-02-17,parklands,0.586,112
2017-02-17,upperhill,0.502,112
2017-02-17,kileleshwa,0.668,119
2017-02-17,runda,0.654,127
2017-02-17,muthaiga,0.923,127
2017-02-17,south-b,0.537,104
2017-02-17,south-c,0.747,97
2017-02-17,ngong-road,0.547,112
2017-02-17,thika-road,0.567,97
2017-02-18,westlands,0.79,90
2017-02-18,kilimani,0.627,85
2017-02-18,karen,0.615,90
2017-02-18,lavington,0.98,85
2017-02-18,langata,0.867,74
2017-02-18,gigiri,0.495,90
2017-02-18,parklands,0.518,79
2017-02-18,upperhill,0.454,79
2017-02-18,kileleshwa,0.584,85
2017-02-18,runda,0.558,90
2017-02-18,muthaiga,0.758,90
2017-02-18,south-b,0.485,74
2017-02-18,south-c,0.628,68
2017-02-18,ngong-road,0.484,79
2017-02-18,thika-road,0.513,68
2017-02-19,westlands,0.846,101
2017-02-19,kilimani,0.665,95
2017-02-19,karen,0.645,101
2017-02-19,lavington,0.98,95
2017-02-19,langata,0.932,83
2017-02-19,gigiri,0.514,101
2017-02-19,parklands,0.538,89
2017-02-19,upperhill,0.468,89
2017-02-19,kileleshwa,0.609,95
2017-02-19,runda,0.586,101
2017-02-19,muthaiga,0.807,101
2017-02-19,south-b,0.501,83
2017-02-19,south-c,0.663,77
2017-02-19,ngong-road,0.503,89
2017-02-19,thika-road,0.529,77
2017-02-20,westlands,0.812,112
2017-02-20,kilimani,0.613,105
2017-02-20,karen,0.585,112
2017-02-20,lavington,0.98,105
2017-02-20,langata,0.906,92
2017-02-20,gigiri,0.442,112
2017-02-20,parklands,0.469,99
2017-02-20,upperhill,0.392,99
2017-02-20,kileleshwa,0.544,105
2017-02-20,runda,0.525,112
2017-02-20,muthaiga,0.766,112
2017-02-20,south-b,0.426,92
2017-02-20,south-c,0.608,85
2017-02-20,ngong-road,0.432,99
2017-02-20,thika-road,0.455,85
2017-02-21,westlands,0.665,83
2017-02-21,kilimani,0.513,78
2017-02-21,karen,0.506,83
2017-02-21,lavington,0.98,78
2017-02-21,langata,0.736,68
2017-02-21,gigiri,0.393,83
2017-02-21,parklands,0.416,73
2017-02-21,upperhill,0.355,73
2017-02-21,kileleshwa,0.478,78
2017-02-21,runda,0.45,83
2017-02-21,muthaiga,0.636,83
2017-02-21,south-b,0.386,68
2017-02-21,south-c,0.515,63
2017-02-21,ngong-road,0.382,73
2017-02-21,thika-road,0.413,63
2017-02-22,westlands,0.929,135
2017-02-22,kilimani,0.693,127
2017-02-22,karen,0.648,135
2017-02-22,lavington,0.98,127
2017-02-22,langata,0.98,111
2017-02-22,gigiri,0.481,135
2017-02-22,parklands,0.511,119
2017-02-22,upperhill,0.422,119
2017-02-22,kileleshwa,0.596,127
2017-02-22,runda,0.584,135
2017-02-22,muthaiga,0.869,135
2017-02-22,south-b,0.458,111
2017-02-22,south-c,0.682,103
2017-02-22,ngong-road,0.471,119
2017-02-22,thika-road,0.489,103
2017-02-23,westlands,0.751,100
2017-02-23,kilimani,0.571,94
2017-02-23,karen,0.553,100
2017-02-23,lavington,0.98,94
2017-02-23,langata,0.836,82
2017-02-23,gigiri,0.422,100
2017-02-23,parklands,0.447,88
2017-02-23,upperhill,0.377,88
2017-02-23,kileleshwa,0.517,94
2017-02-23,runda,0.494,100
2017-02-23,muthaiga,0.712,100
2017-02-23,south-b,0.409,82
2017-02-23,south-c,0.57,76
2017-02-23,ngong-road,0.411,88
2017-02-23,thika-road,0.438,76
2017-02-24,westlands,0.831,98
2017-02-24,kilimani,0.655,92
2017-02-24,karen,0.637,98
2017-02-24,lavington,0.98,92
2017-02-24,langata,0.914,80
2017-02-24,gigiri,0.508,98
2017-02-24,parklands,0.533,86
2017-02-24,upperhill,0.465,86
2017-02-24,kileleshwa,0.602,92
2017-02-24,runda,0.578,98
2017-02-24,muthaiga,0.793,98
2017-02-24,south-b,0.497,80
2017-02-24,south-c,0.653,74
2017-02-24,ngong-road,0.498,86
2017-02-24,thika-road,0.525,74
2017-02-25,westlands,0.98,189
2017-02-25,kilimani,0.969,178
2017-02-25,karen,0.885,189
2017-02-25,lavington,0.98,178
2017-02-25,langata,0.98,155
2017-02-25,gigiri,0.663,189
2017-02-25,parklands,0.699,166
2017-02-25,upperhill,0.581,166
2017-02-25,kileleshwa,0.808,178
2017-02-25,runda,0.815,189
2017-02-25,muthaiga,0.98,189
2017-02-25,south-b,0.623,155
2017-02-25,south-c,0.946,144
2017-02-25,ngong-road,0.652,166
2017-02-25,thika-road,0.658,144
2017-02-26,westlands,0.98,138
2017-02-26,kilimani,0.793,130
2017-02-26,karen,0.746,138
2017-02-26,lavington,0.98,130
2017-02-26,langata,0.98,113
2017-02-26,gigiri,0.576,138
2017-02-26,parklands,0.606,121
2017-02-26,upperhill,0.516,121
2017-02-26,kileleshwa,0.693,130
2017-02-26,runda,0.682,138
2017-02-26,muthaiga,0.972,138
2017-02-26,south-b,0.552,113
2017-02-26,south-c,0.782,105
2017-02-26,ngong-road,0.566,121
2017-02-26,thika-road,0.583,105
2017-02-27,westlands,0.761,102
2017-02-27,kilimani,0.578,96
2017-02-27,karen,0.558,102
2017-02-27,lavington,0.98,96
2017-02-27,langata,0.848,84
2017-02-27,gigiri,0.425,102
2017-02-27,parklands,0.45,90
2017-02-27,upperhill,0.38,90
2017-02-27,kileleshwa,0.521,96
2017-02-27,runda,0.499,102
2017-02-27,muthaiga,0.721,102
2017-02-27,south-b,0.412,84
2017-02-27,south-c,0.576,78
2017-02-27,ngong-road,0.415,90
2017-02-27,thika-road,0.441,78
2017-02-28,westlands,0.579,66
2017-02-28,kilimani,0.454,62
2017-02-28,karen,0.46,66
2017-02-28,lavington,0.872,62
2017-02-28,langata,0.637,54
2017-02-28,gigiri,0.364,66
2017-02-28,parklands,0.385,58
2017-02-28,upperhill,0.334,58
2017-02-28,kileleshwa,0.44,62
2017-02-28,runda,0.405,66
2017-02-28,muthaiga,0.56,66
2017-02-28,south-b,0.362,54
2017-02-28,south-c,0.46,50
2017-02-28,ngong-road,0.353,58
2017-02-28,thika-road,0.388,50
2017-03-01,westlands,0.771,104
2017-03-01,kilimani,0.585,98
2017-03-01,karen,0.564,104
2017-03-01,lavington,0.98,98
2017-03-01,langata,0.859,85
2017-03-01,gigiri,0.429,104
2017-03-01,parklands,0.454,92
2017-03-01,upperhill,0.382,92
2017-03-01,kileleshwa,0.526,98
2017-03-01,runda,0.504,104
2017-03-01,muthaiga,0.73,104
2017-03-01,south-b,0.415,85
2017-03-01,south-c,0.583,79
2017-03-01,ngong-road,0.418,92
2017-03-01,thika-road,0.444,79
2017-03-02,westlands,0.98,179
2017-03-02,kilimani,0.845,168
2017-03-02,karen,0.768,179
2017-03-02,lavington,0.98,168
2017-03-02,langata,0.98,147
2017-03-02,gigiri,0.556,179
2017-03-02,parklands,0.591,158
2017-03-02,upperhill,0.478,158
2017-03-02,kileleshwa,0.696,168
2017-03-02,runda,0.699,179
2017-03-02,muthaiga,0.98,179
2017-03-02,south-b,0.519,147
2017-03-02,south-c,0.824,136
2017-03-02,ngong-road,0.545,158
2017-03-02,thika-road,0.553,136
2017-03-03,westlands,0.821,96
2017-03-03,kilimani,0.648,90
2017-03-03,karen,0.632,96
2017-03-03,lavington,0.98,90
2017-03-03,langata,0.902,79
2017-03-03,gigiri,0.505,96
2017-03-03,parklands,0.529,84
2017-03-03,upperhill,0.462,84
2017-03-03,kileleshwa,0.598,90
2017-03-03,runda,0.573,96
2017-03-03,muthaiga,0.784,96
2017-03-03,south-b,0.494,79
2017-03-03,south-c,0.647,73
2017-03-03,ngong-road,0.494,84
2017-03-03,thika-road,0.522,73
2017-03-04,westlands,0.628,58
2017-03-04,kilimani,0.516,55
2017-03-04,karen,0.528,58
2017-03-04,lavington,0.887,55
2017-03-04,langata,0.68,48
2017-03-04,gigiri,0.441,58
2017-03-04,parklands,0.46,51
2017-03-04,upperhill,0.413,51
2017-03-04,kileleshwa,0.511,55
2017-03-04,runda,0.475,58
2017-03-04,muthaiga,0.615,58
2017-03-04,south-b,0.441,48
2017-03-04,south-c,0.525,44
2017-03-04,ngong-road,0.43,51
2017-03-04,thika-road,0.466,44
2017-03-05,westlands,0.98,129
2017-03-05,kilimani,0.762,121
2017-03-05,karen,0.722,129
2017-03-05,lavington,0.98,121
2017-03-05,langata,0.98,106
2017-03-05,gigiri,0.561,129
2017-03-05,parklands,0.59,114
2017-03-05,upperhill,0.504,114
2017-03-05,kileleshwa,0.672,121
2017-03-05,runda,0.659,129
2017-03-05,muthaiga,0.932,129
2017-03-05,south-b,0.54,106
2017-03-05,south-c,0.753,98
2017-03-05,ngong-road,0.55,114
2017-03-05,thika-road,0.57,98
2017-03-06,westlands,0.878,125
2017-03-06,kilimani,0.658,118
2017-03-06,karen,0.621,125
2017-03-06,lavington,0.98,118
2017-03-06,langata,0.98,103
2017-03-06,gigiri,0.464,125
2017-03-06,parklands,0.492,110
2017-03-06,upperhill,0.409,110
2017-03-06,kileleshwa,0.573,118
2017-03-06,runda,0.559,125
2017-03-06,muthaiga,0.824,125
2017-03-06,south-b,0.444,103
2017-03-06,south-c,0.65,95
2017-03-06,ngong-road,0.454,110
2017-03-06,thika-road,0.474,95
2017-03-07,westlands,0.736,97
2017-03-07,kilimani,0.561,91
2017-03-07,karen,0.545,97
2017-03-07,lavington,0.98,91
2017-03-07,langata,0.818,80
2017-03-07,gigiri,0.417,97
2017-03-07,parklands,0.441,85
2017-03-07,upperhill,0.373,85
2017-03-07,kileleshwa,0.51,91
2017-03-07,runda,0.486,97
2017-03-07,muthaiga,0.699,97
2017-03-07,south-b,0.405,80
2017-03-07,south-c,0.56,74
2017-03-07,ngong-road,0.406,85
2017-03-07,thika-road,0.433,74
2017-03-08,westlands,0.599,70
2017-03-08,kilimani,0.468,66
2017-03-08,karen,0.471,70
2017-03-08,lavington,0.91,66
2017-03-08,langata,0.66,57
2017-03-08,gigiri,0.371,70
2017-03-08,parklands,0.392,62
2017-03-08,upperhill,0.339,62
2017-03-08,kileleshwa,0.449,66
2017-03-08,runda,0.416,70
2017-03-08,muthaiga,0.578,70
2017-03-08,south-b,0.368,57
2017-03-08,south-c,0.473,53
2017-03-08,ngong-road,0.36,62
2017-03-08,thika-road,0.394,53
2017-03-09,westlands,0.812,112
2017-03-09,kilimani,0.613,105
2017-03-09,karen,0.585,112
2017-03-09,lavington,0.98,105
2017-03-09,langata,0.906,92
2017-03-09,gigiri,0.442,112
2017-03-09,parklands,0.469,99
2017-03-09,upperhill,0.392,99
2017-03-09,kileleshwa,0.544,105
2017-03-09,runda,0.525,112
2017-03-09,muthaiga,0.766,112
2017-03-09,south-b,0.426,92
2017-03-09,south-c,0.608,85
2017-03-09,ngong-road,0.432,99
2017-03-09,thika-road,0.455,85
2017-03-10,westlands,0.98,131
2017-03-10,kilimani,0.769,123
2017-03-10,karen,0.727,131
2017-03-10,lavington,0.98,123
2017-03-10,langata,0.98,107
2017-03-10,gigiri,0.564,131
2017-03-10,parklands,0.593,115
2017-03-10,upperhill,0.507,115
2017-03-10,kileleshwa,0.677,123
2017-03-10,runda,0.664,131
2017-03-10,muthaiga,0.941,131
2017-03-10,south-b,0.543,107
2017-03-10,south-c,0.759,100
2017-03-10,ngong-road,0.554,115
2017-03-10,thika-road,0.573,100
2017-03-11,westlands,0.856,103
2017-03-11,kilimani,0.672,97
2017-03-11,karen,0.651,103
2017-03-11,lavington,0.98,97
2017-03-11,langata,0.943,84
2017-03-11,gigiri,0.517,103
2017-03-11,parklands,0.542,91
2017-03-11,upperhill,0.471,91
2017-03-11,kileleshwa,0.613,97
2017-03-11,runda,0.591,103
2017-03-11,muthaiga,0.816,103
2017-03-11,south-b,0.504,84
2017-03-11,south-c,0.669,78
2017-03-11,ngong-road,0.506,91
2017-03-11,thika-road,0.532,78
2017-03-12,westlands,0.74,80
2017-03-12,kilimani,0.592,75
2017-03-12,karen,0.588,80
2017-03-12,lavington,0.98,75
2017-03-12,langata,0.809,66
2017-03-12,gigiri,0.478,80
2017-03-12,parklands,0.5,70
2017-03-12,upperhill,0.442,70
2017-03-12,kileleshwa,0.561,75
2017-03-12,runda,0.532,80
2017-03-12,muthaiga,0.713,80
2017-03-12,south-b,0.472,66
2017-03-12,south-c,0.595,61
2017-03-12,ngong-road,0.467,70
2017-03-12,thika-road,0.499,61
2017-03-13,westlands,0.913,132
2017-03-13,kilimani,0.682,124
2017-03-13,karen,0.64,132
2017-03-13,lavington,0.98,124
2017-03-13,langata,0.98,108
2017-03-13,gigiri,0.476,132
2017-03-13,parklands,0.505,116
2017-03-13,upperhill,0.418,116
2017-03-13,kileleshwa,0.589,124
2017-03-13,runda,0.577,132
2017-03-13,muthaiga,0.855,132
2017-03-13,south-b,0.454,108
2017-03-13,south-c,0.673,100
2017-03-13,ngong-road,0.466,116
2017-03-13,thika-road,0.485,100
2017-03-14,westlands,0.797,109
2017-03-14,kilimani,0.603,102
2017-03-14,karen,0.577,109
2017-03-14,lavington,0.98,102
2017-03-14,langata,0.888,89
2017-03-14,gigiri,0.437,109
2017-03-14,parklands,0.463,96
2017-03-14,upperhill,0.389,96
2017-03-14,kileleshwa,0.537,102
2017-03-14,runda,0.517,109
2017-03-14,muthaiga,0.753,109
2017-03-14,south-b,0.422,89
2017-03-14,south-c,0.599,83
2017-03-14,ngong-road,0.426,96
2017-03-14,thika-road,0.451,83
2017-03-15,westlands,0.797,109
2017-03-15,kilimani,0.603,102
2017-03-15,karen,0.577,109
2017-03-15,lavington,0.98,102
2017-03-15,langata,0.888,89
2017-03-15,gigiri,0.437,109
2017-03-15,parklands,0.463,96
2017-03-15,upperhill,0.389,96
2017-03-15,kileleshwa,0.537,102
2017-03-15,runda,0.517,109
2017-03-15,muthaiga,0.753,109
2017-03-15,south-b,0.422,89
2017-03-15,south-c,0.599,83
2017-03-15,ngong-road,0.426,96
2017-03-15,thika-road,0.451,83
2017-03-16,westlands,0.853,120
2017-03-16,kilimani,0.641,113
2017-03-16,karen,0.607,120
2017-03-16,lavington,0.98,113
2017-03-16,langata,0.953,98
2017-03-16,gigiri,0.456,120
2017-03-16,parklands,0.483,106
2017-03-16,upperhill,0.403,106
2017-03-16,kileleshwa,0.562,113
2017-03-16,runda,0.546,120
2017-03-16,muthaiga,0.802,120
2017-03-16,south-b,0.437,98
2017-03-16,south-c,0.634,91
2017-03-16,ngong-road,0.445,106
2017-03-16,thika-road,0.467,91
2017-03-17,westlands,0.821,96
2017-03-17,kilimani,0.648,90
2017-03-17,karen,0.632,96
2017-03-17,lavington,0.98,90
2017-03-17,langata,0.902,79
2017-03-17,gigiri,0.505,96
2017-03-17,parklands,0.529,84
2017-03-17,upperhill,0.462,84
2017-03-17,kileleshwa,0.598,90
2017-03-17,runda,0.573,96
2017-03-17,muthaiga,0.784,96
2017-03-17,south-b,0.494,79
2017-03-17,south-c,0.647,73
2017-03-17,ngong-road,0.494,84
2017-03-17,thika-road,0.522,73
2017-03-18,westlands,0.785,89
2017-03-18,kilimani,0.623,84
2017-03-18,karen,0.613,89
2017-03-18,lavington,0.98,84
2017-03-18,langata,0.861,73
2017-03-18,gigiri,0.493,89
2017-03-18,parklands,0.517,78
2017-03-18,upperhill,0.453,78
2017-03-18,kileleshwa,0.582,84
2017-03-18,runda,0.555,89
2017-03-18,muthaiga,0.753,89
2017-03-18,south-b,0.484,73
2017-03-18,south-c,0.624,68
2017-03-18,ngong-road,0.482,78
2017-03-18,thika-road,0.512,68
2017-03-19,westlands,0.937,119
2017-03-19,kilimani,0.727,112
2017-03-19,karen,0.695,119
2017-03-19,lavington,0.98,112
2017-03-19,langata,0.98,98
2017-03-19,gigiri,0.544,119
2017-03-19,parklands,0.571,105
2017-03-19,upperhill,0.491,105
2017-03-19,kileleshwa,0.65,112
2017-03-19,runda,0.633,119
2017-03-19,muthaiga,0.887,119
2017-03-19,south-b,0.526,98
2017-03-19,south-c,0.721,90
2017-03-19,ngong-road,0.533,105
2017-03-19,thika-road,0.556,90
2017-03-20,westlands,0.929,135
2017-03-20,kilimani,0.693,127
2017-03-20,karen,0.648,135
2017-03-20,lavington,0.98,127
2017-03-20,langata,0.98,111
2017-03-20,gigiri,0.481,135
2017-03-20,parklands,0.511,119
2017-03-20,upperhill,0.422,119
2017-03-20,kileleshwa,0.596,127
2017-03-20,runda,0.584,135
2017-03-20,muthaiga,0.869,135
2017-03-20,south-b,0.458,111
2017-03-20,south-c,0.682,103
2017-03-20,ngong-road,0.471,119
2017-03-20,thika-road,0.489,103
2017-03-21,westlands,0.609,72
2017-03-21,kilimani,0.475,68
2017-03-21,karen,0.476,72
2017-03-21,lavington,0.929,68
2017-03-21,langata,0.672,59
2017-03-21,gigiri,0.374,72
2017-03-21,parklands,0.396,63
2017-03-21,upperhill,0.341,63
2017-03-21,kileleshwa,0.453,68
2017-03-21,runda,0.421,72
2017-03-21,muthaiga,0.587,72
2017-03-21,south-b,0.37,59
2017-03-21,south-c,0.48,55
2017-03-21,ngong-road,0.364,63
2017-03-21,thika-road,0.397,55
2017-03-22,westlands,0.558,62
2017-03-22,kilimani,0.44,58
2017-03-22,karen,0.449,62
2017-03-22,lavington,0.835,58
2017-03-22,langata,0.613,51
2017-03-22,gigiri,0.357,62
2017-03-22,parklands,0.377,55
2017-03-22,upperhill,0.329,55
2017-03-22,kileleshwa,0.43,58
2017-03-22,runda,0.395,62
2017-03-22,muthaiga,0.542,62
2017-03-22,south-b,0.356,51
2017-03-22,south-c,0.447,47
2017-03-22,ngong-road,0.347,55
2017-03-22,thika-road,0.382,47
2017-03-23,westlands,0.7,90
2017-03-23,kilimani,0.537,85
2017-03-23,karen,0.525,90
2017-03-23,lavington,0.98,85
2017-03-23,langata,0.777,74
2017-03-23,gigiri,0.405,90
2017-03-23,parklands,0.428,79
2017-03-23,upperhill,0.364,79
2017-03-23,kileleshwa,0.494,85
2017-03-23,runda,0.468,90
2017-03-23,muthaiga,0.668,90
2017-03-23,south-b,0.395,74
2017-03-23,south-c,0.538,68
2017-03-23,ngong-road,0.394,79
2017-03-23,thika-road,0.423,68
2017-03-24,westlands,0.98,131
2017-03-24,kilimani,0.769,123
2017-03-24,karen,0.727,131
2017-03-24,lavington,0.98,123
2017-03-24,langata,0.98,107
2017-03-24,gigiri,0.564,131
2017-03-24,parklands,0.593,115
2017-03-24,upperhill,0.507,115
2017-03-24,kileleshwa,0.677,123
2017-03-24,runda,0.664,131
2017-03-24,muthaiga,0.941,131
2017-03-24,south-b,0.543,107
2017-03-24,south-c,0.759,100
2017-03-24,ngong-road,0.554,115
2017-03-24,thika-road,0.573,100
2017-03-25,westlands,0.8,92
2017-03-25,kilimani,0.634,86
2017-03-25,karen,0.621,92
2017-03-25,lavington,0.98,86
2017-03-25,langata,0.879,75
2017-03-25,gigiri,0.498,92
2017-03-25,parklands,0.522,81
2017-03-25,upperhill,0.457,81
2017-03-25,kileleshwa,0.589,86
2017-03-25,runda,0.563,92
2017-03-25,muthaiga,0.767,92
2017-03-25,south-b,0.488,75
2017-03-25,south-c,0.634,70
2017-03-25,ngong-road,0.488,81
2017-03-25,thika-road,0.516,70
2017-03-26,westlands,0.806,93
2017-03-26,kilimani,0.637,87
2017-03-26,karen,0.624,93
2017-03-26,lavington,0.98,87
2017-03-26,langata,0.885,76
2017-03-26,gigiri,0.5,93
2017-03-26,parklands,0.524,82
2017-03-26,upperhill,0.458,82
2017-03-26,kileleshwa,0.591,87
2017-03-26,runda,0.566,93
2017-03-26,muthaiga,0.771,93
2017-03-26,south-b,0.49,76
2017-03-26,south-c,0.637,71
2017-03-26,ngong-road,0.489,82
2017-03-26,thika-road,0.518,71
2017-03-27,westlands,0.822,114
2017-03-27,kilimani,0.62,107
2017-03-27,karen,0.591,114
2017-03-27,lavington,0.98,107
2017-03-27,langata,0.918,93
2017-03-27,gigiri,0.446,114
2017-03-27,parklands,0.472,100
2017-03-27,upperhill,0.395,100
2017-03-27,kileleshwa,0.548,107
2017-03-27,runda,0.53,114
2017-03-27,muthaiga,0.775,114
2017-03-27,south-b,0.429,93
2017-03-27,south-c,0.615,87
2017-03-27,ngong-road,0.435,100
2017-03-27,thika-road,0.458,87
2017-03-28,westlands,0.584,67
2017-03-28,kilimani,0.457,63
2017-03-28,karen,0.463,67
